mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/8	2	1		F.I{		F	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	0	0	3/8	2	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
2	2	1/4	1/4	3/8	2	1		ii2		F	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
3	3	0	0	3/8	2	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	0	0	3/8	2	1		I}		F	I		I	I						}	M	0	0	0, 4, 1		0	0
4	4	1/8	1/8	3/8	2	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
4	4	1/4	1/4	3/8	2	1		I|PAC		F	I		I	I					PAC		M	0	0	0, 4, 1		0	0
5	5	0	0	3/8	2	1		V.viio43{		F	V		viio43	vii	o	43				{	o7	0	0	-1, -4, 5, 2		5	-1
5	5	1/4	1/4	3/8	2	1		viio65		F	V		viio65	vii	o	65					o7	0	0	2, -1, -4, 5		5	2
6	6	0	0	3/8	2	1		I6		F	V		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	1/4	1/4	3/8	2	1		I		F	V		I	I							M	0	0	0, 4, 1		0	0
7	7	0	0	3/8	2	1		ii6	ii	F	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	7	1/8	1/8	3/8	2	1		V		F	V		V	V							M	0	0	1, 5, 2		1	1
8	8	0	0	3/8	2	1		I|PAC}		F	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
9	9	0	0	3/8	2	1		{		F	V									{		0	0				
9	9	1/4	1/4	3/8	2	1		vi.iv6		F	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
10	10	0	0	3/8	2	1		V		F	vi		V	V							M	0	1	1, 5, 2		1	1
10	10	1/8	1/8	3/8	2	1		V7		F	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
10	10	1/4	1/4	3/8	2	1		V(64)		F	vi		V(64)	V			64				M	0	1	1, 0, -3		1	1
11	11	0	0	3/8	2	1		V		F	vi		V	V							M	0	1	1, 5, 2		1	1
11	11	1/8	1/8	3/8	2	1		V(64)		F	vi		V(64)	V			64				M	0	1	1, 0, -3		1	1
11	11	1/4	1/4	3/8	2	1		V7		F	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
12	12	0	0	3/8	2	1		V		F	vi		V	V							M	0	1	1, 5, 2		1	1
12	12	1/8	1/8	3/8	2	1		V7(9)		F	vi		V7(9)	V		7	9				Mm7	0	1	1, 5, 2, -1	-4	1	1
12	12	1/4	1/4	3/8	2	1		V(64)		F	vi		V(64)	V			64				M	0	1	1, 0, -3		1	1
13	13	0	0	3/8	2	1		V		F	vi		V	V							M	0	1	1, 5, 2		1	1
13	13	1/8	1/8	3/8	2	1		V2		F	vi		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
13	13	1/4	1/4	3/8	2	1		i6		F	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
14	14	0	0	3/8	2	1		#viio6	V43	F	vi		#viio6	#vii	o	6					o	0	1	2, -1, 5		5	2
14	14	1/4	1/4	3/8	2	1		i6		F	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
15	15	0	0	3/8	2	1		bII6		F	vi		bII6	bII		6					M	0	1	-1, -4, -5		-5	-1
15	15	1/8	1/8	3/8	2	1		V		F	vi		V	V							M	0	1	1, 5, 2		1	1
16	16	0	0	3/8	2	1		i|PAC}		F	vi		i	i					PAC	}	m	0	1	0, -3, 1		0	0
16	16	1/8	1/8	3/8	2	1		I.V		F	I		V	V							M	0	0	1, 5, 2		1	1
16	16	1/4	1/4	3/8	2	1		V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
17	17	0	0	3/8	2	1		I{		F	I		I	I						{	M	0	0	0, 4, 1		0	0
18	18	0	0	3/8	2	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
18	18	1/4	1/4	3/8	2	1		ii2		F	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
19	19	0	0	3/8	2	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	0	0	3/8	2	1		I}		F	I		I	I						}	M	0	0	0, 4, 1		0	0
20	20	1/8	1/8	3/8	2	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
20	20	1/4	1/4	3/8	2	1		I|PAC		F	I		I	I					PAC		M	0	0	0, 4, 1		0	0
21	21	0	0	3/8	2	1		ii6{		F	I		ii6	ii		6				{	m	0	0	-1, 3, 2		2	-1
21	21	1/8	1/8	3/8	2	1		ii6(#0)		F	I		ii6(#0)	ii		6	#0				m	0	0	-1, 3, 2		2	-1
21	21	1/4	1/4	3/8	2	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
22	22	0	0	3/8	2	1		i6		F	I		i6	i		6					m	0	0	-3, 1, 0		0	-3
22	22	1/8	1/8	3/8	2	1		i6(#0)		F	I		i6(#0)	i		6	#0				m	0	0	-3, 1, 0		0	-3
22	22	1/4	1/4	3/8	2	1		i6		F	I		i6	i		6					m	0	0	-3, 1, 0		0	-3
23	23	0	0	3/8	2	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
23	23	1/4	1/4	3/8	2	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
24	24	0	0	3/8	2	1		V65		F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
24	24	1/8	1/8	3/8	2	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	24	1/4	1/4	3/8	2	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
