mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
33	33	131/2	131/2	0.5	3/8	3/8	2/4	2	1		V		f	III		V	V							M	1	0	1, 5, 2		1	1
34	34	66	66	1.5	0	0	2/4	2	1		I|PAC		f	III		I	I					PAC		M	1	0	0, 4, 1		0	0
34	34	135/2	135/2	0.5	3/8	3/8	2/4	2	1		V6		f	III		V6	V		6					M	1	0	5, 2, 1		1	5
35	35	68	68	0.5	0	0	2/4	2	1		I		f	III		I	I							M	1	0	0, 4, 1		0	0
35	35	137/2	137/2	0.5	1/8	1/8	2/4	2	1		IV		f	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
35	35	69	69	0.5	1/4	1/4	2/4	2	1		V(64)		f	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
35	35	139/2	139/2	0.5	3/8	3/8	2/4	2	1		V		f	III		V	V							M	1	0	1, 5, 2		1	1
36	36	70	70	6.0	0	0	2/4	2	1		I|PAC}		f	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
39	38	75	77	0.0	1/4	1/4	2/4	2	1	2	{		f	III									{		1	0				
40	39	76	78	1.0	0	0	2/4	2	1		v.iv6		f	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
40	39	77	79	1.0	1/4	1/4	2/4	2	1		V2/III		f	v		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
41	40	78	80	2.0	0	0	2/4	2	1		I6/III		f	v		I6/III	I		6		III			M	1	1	1, -2, -3		-3	1
42	41	80	82	1.0	0	0	2/4	2	1		iv6		f	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
42	41	81	83	1.0	1/4	1/4	2/4	2	1		V2/III		f	v		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
43	42	82	84	2.0	0	0	2/4	2	1		I6/III}		f	v		I6/III	I		6		III		}	M	1	1	1, -2, -3		-3	1
43	42	167/2	171/2	0.0	3/8	3/8	2/4	2	1		{		f	v									{		1	1				
44	43	84	86	2.0	0	0	2/4	2	1		#viio6/iv		f	v		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
45	44	86	88	0.5	0	0	2/4	2	1		i6(6)/iv		f	v		i6(6)/iv	i		6	6	iv			m	1	1	-4, -5, -1		-1	-4
45	44	173/2	177/2	1.5	1/8	1/8	2/4	2	1		i6/iv		f	v		i6/iv	i		6		iv			m	1	1	-4, 0, -1		-1	-4
46	45	88	90	2.0	0	0	2/4	2	1		#viio6/iv		f	v		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
47	46	90	92	0.5	0	0	2/4	2	1		i6(6)/iv}		f	v		i6(6)/iv	i		6	6	iv		}	m	1	1	-4, -5, -1		-1	-4
47	46	181/2	185/2	1.0	1/8	1/8	2/4	2	1		i6/iv		f	v		i6/iv	i		6		iv			m	1	1	-4, 0, -1		-1	-4
47	46	183/2	187/2	0.5	3/8	3/8	2/4	2	1		iv{		f	v		iv	iv						{	m	1	1	-1, -4, 0		-1	-1
48	47	92	94	1.0	0	0	2/4	2	1		III6		f	v		III6	III		6					M	1	1	1, -2, -3		-3	1
48	47	93	95	1.0	1/4	1/4	2/4	2	1		iio6		f	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
49	48	94	96	1.0	0	0	2/4	2	1		i6		f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
49	48	95	97	1.0	1/4	1/4	2/4	2	1		#viio6		f	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
50	49	96	98	1.0	0	0	2/4	2	1		i6		f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
50	49	97	99	1.0	1/4	1/4	2/4	2	1		iio6	iv	f	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
51	50	98	100	2.0	0	0	2/4	2	1		V|HC}		f	v		V	V					HC	}	M	1	1	1, 5, 2		1	1
51	50	199/2	203/2	0.0	3/8	3/8	2/4	2	1		{		f	v									{		1	1				
52	51	100	102	2.0	0	0	2/4	2	1		iv64		f	v		iv64	iv		64					m	1	1	0, -1, -4		-1	0
53	52	102	104	0.5	0	0	2/4	2	1		i(64)		f	v		i(64)	i			64				m	1	1	0, -1, -4		0	0
53	52	205/2	209/2	1.5	1/8	1/8	2/4	2	1		i		f	v		i	i							m	1	1	0, -3, 1		0	0
54	53	104	106	2.0	0	0	2/4	2	1		iv64		f	v		iv64	iv		64					m	1	1	0, -1, -4		-1	0
55	54	106	108	0.5	0	0	2/4	2	1		i(64)}		f	v		i(64)	i			64			}	m	1	1	0, -1, -4		0	0
55	54	213/2	217/2	1.5	1/8	1/8	2/4	2	1		i		f	v		i	i							m	1	1	0, -3, 1		0	0
55	54	215/2	219/2	0.0	3/8	3/8	2/4	2	1		{		f	v									{		1	1				
56	55	108	110	0.5	0	0	2/4	2	1		iv6		f	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
56	55	217/2	221/2	0.5	1/8	1/8	2/4	2	1		III6		f	v		III6	III		6					M	1	1	1, -2, -3		-3	1
56	55	109	111	0.5	1/4	1/4	2/4	2	1		iio6		f	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
56	55	219/2	223/2	0.5	3/8	3/8	2/4	2	1		i6		f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
57	56	110	112	0.5	0	0	2/4	2	1		#viio6		f	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
57	56	221/2	225/2	0.5	1/8	1/8	2/4	2	1		VI6		f	v		VI6	VI		6					M	1	1	0, -3, -4		-4	0
57	56	111	113	0.5	1/4	1/4	2/4	2	1		V		f	v		V	V							M	1	1	1, 5, 2		1	1
57	56	223/2	227/2	0.5	3/8	3/8	2/4	2	1		V65	#viio	f	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
58	57	112	114	1.0	0	0	2/4	2	1		i}		f	v		i	i						}	m	1	1	0, -3, 1		0	0
58	57	113	115	1.0	1/4	1/4	2/4	2	1		V		f	v		V	V							M	1	1	1, 5, 2		1	1
59	58	114	116	1.0	0	0	2/4	2	1		i		f	v		i	i							m	1	1	0, -3, 1		0	0
59	58	115	117	1.0	1/4	1/4	2/4	2	1		V		f	v		V	V							M	1	1	1, 5, 2		1	1
60	59	116	118	0.5	0	0	2/4	2	1		i{		f	v		i	i						{	m	1	1	0, -3, 1		0	0
60	59	233/2	237/2	0.5	1/8	1/8	2/4	2	1		v		f	v		v	v							m	1	1	1, -2, 2		1	1
60	59	117	119	0.5	1/4	1/4	2/4	2	1		VI		f	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
60	59	235/2	239/2	0.5	3/8	3/8	2/4	2	1		III		f	v		III	III							M	1	1	-3, 1, -2		-3	-3
61	60	118	120	0.5	0	0	2/4	2	1		iv		f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
61	60	237/2	241/2	0.5	1/8	1/8	2/4	2	1		i		f	v		i	i							m	1	1	0, -3, 1		0	0
61	60	119	121	0.5	1/4	1/4	2/4	2	1		#viio		f	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5
61	60	239/2	243/2	0.5	3/8	3/8	2/4	2	1		i		f	v		i	i							m	1	1	0, -3, 1		0	0
62	61	120	122	0.5	0	0	2/4	2	1		V		f	v		V	V							M	1	1	1, 5, 2		1	1
62	61	241/2	245/2	0.5	1/8	1/8	2/4	2	1		iv	iio6	f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
62	61	121	123	0.5	1/4	1/4	2/4	2	1		V(64)		f	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
62	61	243/2	247/2	0.5	3/8	3/8	2/4	2	1		V		f	v		V	V							M	1	1	1, 5, 2		1	1
63	62	122	124	0.5	0	0	2/4	2	1		i}{		f	v		i	i						}{	m	1	1	0, -3, 1		0	0
63	62	245/2	249/2	0.5	1/8	1/8	2/4	2	1		v		f	v		v	v							m	1	1	1, -2, 2		1	1
63	62	123	125	0.5	1/4	1/4	2/4	2	1		VI		f	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
63	62	247/2	251/2	0.5	3/8	3/8	2/4	2	1		III		f	v		III	III							M	1	1	-3, 1, -2		-3	-3
64	63	124	126	0.5	0	0	2/4	2	1		iv		f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
64	63	249/2	253/2	0.5	1/8	1/8	2/4	2	1		i		f	v		i	i							m	1	1	0, -3, 1		0	0
64	63	125	127	0.5	1/4	1/4	2/4	2	1		#viio		f	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5
64	63	251/2	255/2	0.5	3/8	3/8	2/4	2	1		i		f	v		i	i							m	1	1	0, -3, 1		0	0
65	64	126	128	0.5	0	0	2/4	2	1		V		f	v		V	V							M	1	1	1, 5, 2		1	1
65	64	253/2	257/2	0.5	1/8	1/8	2/4	2	1		iv	iio6	f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
65	64	127	129	0.5	1/4	1/4	2/4	2	1		V(64)		f	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
65	64	255/2	259/2	0.5	3/8	3/8	2/4	2	1		V		f	v		V	V							M	1	1	1, 5, 2		1	1
66	65	128	130	2.0	0	0	2/4	2	1		i.V|EC}{		f	i		V	V					EC	}{	M	1	1	1, 5, 2		1	1
67	66	130	132	2.0	0	0	2/4	2	1		i64		f	i		i64	i		64					m	1	1	1, 0, -3		0	1
68	67	132	134	2.0	0	0	2/4	2	1		V7(9)		f	i		V7(9)	V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
69	68	134	136	2.0	0	0	2/4	2	1		V7		f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
70	69	136	138	1.0	0	0	2/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
70	69	137	139	1.0	1/4	1/4	2/4	2	1		iio6	iv	f	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
71	70	138	140	0.5	0	0	2/4	2	1		V(4)}		f	i		V(4)	V			4			}	M	1	1	1, 0, 2		1	1
71	70	277/2	281/2	1.5	1/8	1/8	2/4	2	1		V|HC		f	i		V	V					HC		M	1	1	1, 5, 2		1	1
71	70	279/2	283/2	0.0	3/8	3/8	2/4	2	1		{		f	i									{		1	1				
72	71	140	142	2.0	0	0	2/4	2	1		iv64		f	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
73	72	142	144	0.5	0	0	2/4	2	1		i(64)		f	i		i(64)	i			64				m	1	1	0, -1, -4		0	0
73	72	285/2	289/2	1.5	1/8	1/8	2/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
74	73	144	146	2.0	0	0	2/4	2	1		iv64		f	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
75	74	146	148	0.5	0	0	2/4	2	1		i(64)}		f	i		i(64)	i			64			}	m	1	1	0, -1, -4		0	0
75	74	293/2	297/2	1.5	1/8	1/8	2/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
75	74	295/2	299/2	0.0	3/8	3/8	2/4	2	1		{		f	i									{		1	1				
76	75	148	150	0.5	0	0	2/4	2	1		IV6		f	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
76	75	297/2	301/2	0.5	1/8	1/8	2/4	2	1		#viio		f	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
76	75	149	151	0.5	1/4	1/4	2/4	2	1		V6		f	i		V6	V		6					M	1	1	5, 2, 1		1	5
76	75	299/2	303/2	0.5	3/8	3/8	2/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
77	76	150	152	0.5	0	0	2/4	2	1		VI6		f	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
77	76	301/2	305/2	0.5	1/8	1/8	2/4	2	1		iio		f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
77	76	151	153	0.5	1/4	1/4	2/4	2	1		#viio6		f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
77	76	303/2	307/2	0.5	3/8	3/8	2/4	2	1		III		f	i		III	III							M	1	1	-3, 1, -2		-3	-3
78	77	152	154	0.5	0	0	2/4	2	1		i6		f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
78	77	305/2	309/2	0.5	1/8	1/8	2/4	2	1		iv		f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
78	77	153	155	0.5	1/4	1/4	2/4	2	1		iio6		f	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
78	77	307/2	311/2	0.5	3/8	3/8	2/4	2	1		V		f	i		V	V							M	1	1	1, 5, 2		1	1
79	78	154	156	0.5	0	0	2/4	2	1		III+6		f	i		III+6	III	+	6					+	1	1	1, 5, -3		-3	1
79	78	309/2	313/2	0.5	1/8	1/8	2/4	2	1		#vio		f	i		#vio	#vi	o						o	1	1	3, 0, -3		3	3
79	78	155	157	0.5	1/4	1/4	2/4	2	1		IV6		f	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
79	78	311/2	315/2	0.5	3/8	3/8	2/4	2	1		#viio		f	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
80	79	156	158	0.5	0	0	2/4	2	1		V6}		f	i		V6	V		6				}	M	1	1	5, 2, 1		1	5
80	79	313/2	317/2	1.5	1/8	1/8	2/4	2	1		V		f	i		V	V							M	1	1	1, 5, 2		1	1
81	80	158	160	0.5	0	0	2/4	2	1		i{		f	i		i	i						{	m	1	1	0, -3, 1		0	0
81	80	317/2	321/2	0.5	1/8	1/8	2/4	2	1		v		f	i		v	v							m	1	1	1, -2, 2		1	1
81	80	159	161	0.5	1/4	1/4	2/4	2	1		VI		f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
81	80	319/2	323/2	0.5	3/8	3/8	2/4	2	1		III		f	i		III	III							M	1	1	-3, 1, -2		-3	-3
82	81	160	162	0.5	0	0	2/4	2	1		iv		f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
82	81	321/2	325/2	0.5	1/8	1/8	2/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
82	81	161	163	0.5	1/4	1/4	2/4	2	1		#viio		f	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
82	81	323/2	327/2	0.5	3/8	3/8	2/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
83	82	162	164	0.5	0	0	2/4	2	1		V		f	i		V	V							M	1	1	1, 5, 2		1	1
83	82	325/2	329/2	0.5	1/8	1/8	2/4	2	1		iv	iio6	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
83	82	163	165	0.5	1/4	1/4	2/4	2	1		V(64)		f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
83	82	327/2	331/2	0.5	3/8	3/8	2/4	2	1		V		f	i		V	V							M	1	1	1, 5, 2		1	1
84	83	164	166	0.5	0	0	2/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
84	83	329/2	333/2	0.5	1/8	1/8	2/4	2	1		v		f	i		v	v							m	1	1	1, -2, 2		1	1
84	83	165	167	0.5	1/4	1/4	2/4	2	1		VI		f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
84	83	331/2	335/2	0.5	3/8	3/8	2/4	2	1		III		f	i		III	III							M	1	1	-3, 1, -2		-3	-3
85	84	166	168	0.5	0	0	2/4	2	1		iv		f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
85	84	333/2	337/2	0.5	1/8	1/8	2/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
85	84	167	169	0.5	1/4	1/4	2/4	2	1		#viio		f	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
85	84	335/2	339/2	0.5	3/8	3/8	2/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
86	85	168	170	0.5	0	0	2/4	2	1		V		f	i		V	V							M	1	1	1, 5, 2		1	1
86	85	337/2	341/2	0.5	1/8	1/8	2/4	2	1		iv	iio6	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
86	85	169	171	0.5	1/4	1/4	2/4	2	1		V(64)		f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
86	85	339/2	343/2	0.5	3/8	3/8	2/4	2	1		V		f	i		V	V							M	1	1	1, 5, 2		1	1
87	86	170	172	1.5	0	0	2/4	2	1		i|PAC}{		f	i		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
87	86	343/2	347/2	0.5	3/8	3/8	2/4	2	1		V6		f	i		V6	V		6					M	1	1	5, 2, 1		1	5
88	87	172	174	0.5	0	0	2/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
88	87	345/2	349/2	0.5	1/8	1/8	2/4	2	1		iv		f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
88	87	173	175	0.5	1/4	1/4	2/4	2	1		V(64)		f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
88	87	347/2	351/2	0.5	3/8	3/8	2/4	2	1		V		f	i		V	V							M	1	1	1, 5, 2		1	1
89	88	174	176	1.5	0	0	2/4	2	1		i|PAC		f	i		i	i					PAC		m	1	1	0, -3, 1		0	0
