mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	3/4	2	1	b.i{		b	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	2	2	0.5	1/2	1/2	3/4	2	1	VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
1	1	5/2	5/2	0.5	5/8	5/8	3/4	2	1	ii%43		b	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
2	2	3	3	1.0	0	0	3/4	2	1	V(64)		b	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
2	2	4	4	1.0	1/4	1/4	3/4	2	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
2	2	5	5	1.0	1/2	1/2	3/4	2	1	V7		b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	3	6	6	1.0	0	0	3/4	2	1	i(64)}		b	i		i(64)	i			64			}	m	1	1	0, -1, -4		0	0
3	3	7	7	2.0	1/4	1/4	3/4	2	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
4	4	9	9	1.0	0	0	3/4	2	1	#viio6{		b	i		#viio6	#vii	o	6				{	o	1	1	2, -1, 5		5	2
4	4	10	10	1.0	1/4	1/4	3/4	2	1	#viio43		b	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
4	4	11	11	1.0	1/2	1/2	3/4	2	1	V65		b	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
5	5	12	12	2.0	0	0	3/4	2	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
5	5	14	14	1.0	1/2	1/2	3/4	2	1	V43/v		b	i		V43/v	V		43		v			Mm7	1	1	3, 0, 2, 6		2	3
6	6	15	15	1.0	0	0	3/4	2	1	i(64)/v		b	i		i(64)/v	i			64	v			m	1	1	1, 0, -3		1	1
6	6	16	16	1.0	1/4	1/4	3/4	2	1	i/v		b	i		i/v	i				v			m	1	1	1, -2, 2		1	1
6	6	17	17	0.5	1/2	1/2	3/4	2	1	VI/v		b	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
6	6	35/2	35/2	0.5	5/8	5/8	3/4	2	1	ii%43/v		b	i		ii%43/v	ii	%	43		v			%7	1	1	-3, 1, 3, 0		3	-3
7	7	18	18	1.0	0	0	3/4	2	1	V(64)/v		b	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
7	7	19	19	1.0	1/4	1/4	3/4	2	1	V/v		b	i		V/v	V				v			M	1	1	2, 6, 3		2	2
7	7	20	20	1.0	1/2	1/2	3/4	2	1	V7/v		b	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
8	8	21	21	1.0	0	0	3/4	2	1	i(64)/v}		b	i		i(64)/v	i			64	v		}	m	1	1	1, 0, -3		1	1
8	8	22	22	1.0	1/4	1/4	3/4	2	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
8	8	23	23	1.0	1/2	1/2	3/4	2	1	V7{		b	i		V7	V		7				{	Mm7	1	1	1, 5, 2, -1		1	1
9	9	24	24	1.0	0	0	3/4	2	1	i(9)		b	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
9	9	25	25	1.0	1/4	1/4	3/4	2	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
9	9	26	26	0.5	1/2	1/2	3/4	2	1	VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
9	9	53/2	53/2	0.5	5/8	5/8	3/4	2	1	ii%43		b	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
10	10	27	27	1.0	0	0	3/4	2	1	v(64)		b	i		v(64)	v			64				m	1	1	1, 0, -3		1	1
10	10	28	28	1.0	1/4	1/4	3/4	2	1	v		b	i		v	v							m	1	1	1, -2, 2		1	1
10	10	29	29	1.0	1/2	1/2	3/4	2	1	V7/iv		b	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
11	11	30	30	1.0	0	0	3/4	2	1	iv(9)		b	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
11	11	31	31	1.0	1/4	1/4	3/4	2	1	iv		b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
11	11	32	32	0.5	1/2	1/2	3/4	2	1	VI/iv		b	i		VI/iv	VI				iv			M	1	1	-5, -1, -4		-5	-5
