mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	4/4	2	1		g.i{		g	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	3	3	1.0	3/4	3/4	4/4	2	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	2	4	4	1.0	0	0	4/4	2	1		#viio		g	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
2	2	5	5	1.0	1/4	1/4	4/4	2	1		V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
2	2	6	6	1.5	1/2	1/2	4/4	2	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	15/2	15/2	0.5	7/8	7/8	4/4	2	1		V2	V	g	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
3	3	8	8	1.0	0	0	4/4	2	1		i6	i	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	9	9	1.0	1/4	1/4	4/4	2	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	10	10	0.5	1/2	1/2	4/4	2	1		#viio		g	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
3	3	21/2	21/2	0.5	5/8	5/8	4/4	2	1		V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
3	3	11	11	1.0	3/4	3/4	4/4	2	1		V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	12	12	1.0	0	0	4/4	2	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
4	4	13	13	1.0	1/4	1/4	4/4	2	1		#viio43		g	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
4	4	14	14	1.0	1/2	1/2	4/4	2	1		i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	15	15	1.0	3/4	3/4	4/4	2	1		#viio43		g	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
5	5	16	16	1.0	0	0	4/4	2	1		i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	17	17	1.0	1/4	1/4	4/4	2	1		#viio43		g	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
5	5	18	18	1.0	1/2	1/2	4/4	2	1		i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	19	19	1.0	3/4	3/4	4/4	2	1		v.V7		g	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	6	20	20	0.5	0	0	4/4	2	1		i		g	v		i	i							m	1	1	0, -3, 1		0	0
6	6	41/2	41/2	0.5	1/8	1/8	4/4	2	1		iv		g	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	21	21	1.0	1/4	1/4	4/4	2	1		V7		g	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	6	22	22	0.5	1/2	1/2	4/4	2	1		i		g	v		i	i							m	1	1	0, -3, 1		0	0
6	6	45/2	45/2	0.5	5/8	5/8	4/4	2	1		iv		g	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	23	23	1.0	3/4	3/4	4/4	2	1		V7		g	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	7	24	24	0.5	0	0	4/4	2	1		i		g	v		i	i							m	1	1	0, -3, 1		0	0
7	7	49/2	49/2	0.5	1/8	1/8	4/4	2	1		iv		g	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	7	25	25	0.5	1/4	1/4	4/4	2	1		V		g	v		V	V							M	1	1	1, 5, 2		1	1
7	7	51/2	51/2	0.5	3/8	3/8	4/4	2	1		iv6		g	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
7	7	26	26	1.0	1/2	1/2	4/4	2	1		V|HC}		g	v		V	V					HC	}	M	1	1	1, 5, 2		1	1
7	7	27	27	1.0	3/4	3/4	4/4	2	1		iv{		g	v		iv	iv						{	m	1	1	-1, -4, 0		-1	-1
8	8	28	28	0.5	0	0	4/4	2	1		V(^4)		g	v		V(^4)	V			^4				M	1	1	1, 5, 0		1	1
8	8	57/2	57/2	0.5	1/8	1/8	4/4	2	1		V		g	v		V	V							M	1	1	1, 5, 2		1	1
8	8	29	29	0.5	1/4	1/4	4/4	2	1		iv(#6)		g	v		iv(#6)	iv			#6				m	1	1	-1, -4, 0	9	-1	-1
8	8	59/2	59/2	0.5	3/8	3/8	4/4	2	1		iv		g	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
8	8	30	30	0.5	1/2	1/2	4/4	2	1		V(^4)		g	v		V(^4)	V			^4				M	1	1	1, 5, 0		1	1
8	8	61/2	61/2	0.5	5/8	5/8	4/4	2	1		V		g	v		V	V							M	1	1	1, 5, 2		1	1
8	8	31	31	0.5	3/4	3/4	4/4	2	1		iv(#6)		g	v		iv(#6)	iv			#6				m	1	1	-1, -4, 0	9	-1	-1
8	8	63/2	63/2	0.5	7/8	7/8	4/4	2	1		iv		g	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
9	9	32	32	1.5	0	0	4/4	2	1		V		g	v		V	V							M	1	1	1, 5, 2		1	1
9	9	67/2	67/2	0.5	3/8	3/8	4/4	2	1		V(64)		g	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
9	9	34	34	3.5	1/2	1/2	4/4	2	1		V		g	v		V	V							M	1	1	1, 5, 2		1	1
10	10	75/2	75/2	0.5	3/8	3/8	4/4	2	1		V(4)		g	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
