mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	b.i{		b	i		i	i						{	m	1	1	5, 2, 6		5	5	2	5	0.2857142857142857	0.25	1.75	0.125
1	1	1/2	1/2	3/4	2	1	VI		b	i		VI	VI							M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
1	1	5/8	5/8	3/4	2	1	ii%43		b	i		ii%43	ii	%	43					%7	1	1	1, 5, 7, 4		7	1	0	2	0.0	0.0	0.25	0.0
2	2	0	0	3/4	2	1	V(64)		b	i		V(64)	V			64				M	1	1	6, 5, 2		6	6	0	5	0.0	0.0	2.0	0.0
2	2	1/4	1/4	3/4	2	1	V		b	i		V	V							M	1	1	6, 10, 7		6	6	2	2	0.5	0.25	0.25	0.5
2	2	1/2	1/2	3/4	2	1	V7		b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	0	3	0.0	0.0	0.5	0.0
3	3	0	0	3/4	2	1	i(64)}		b	i		i(64)	i			64			}	m	1	1	5, 4, 1		5	5	0	4	0.0	0.0	1.875	0.0
3	3	1/4	1/4	3/4	2	1	i		b	i		i	i							m	1	1	5, 2, 6		5	5	3	4	0.42857142857142855	0.375	0.625	0.375
4	4	0	0	3/4	2	1	#viio6{		b	i		#viio6	#vii	o	6				{	o	1	1	7, 4, 10		10	7	2	3	0.4	0.25	0.5	0.3333333333333333
4	4	1/4	1/4	3/4	2	1	#viio43		b	i		#viio43	#vii	o	43					o7	1	1	4, 1, 10, 7		10	4	1	3	0.25	0.125	1.125	0.1
4	4	1/2	1/2	3/4	2	1	V65		b	i		V65	V		65					Mm7	1	1	10, 7, 4, 6		6	10	0	3	0.0	0.0	0.625	0.0
5	5	0	0	3/4	2	1	i		b	i		i	i							m	1	1	5, 2, 6		5	5	2	6	0.25	0.25	1.875	0.11764705882352941
5	5	1/2	1/2	3/4	2	1	V43/v		b	i		V43/v	V		43		v			Mm7	1	1	8, 5, 7, 11		7	8	1	4	0.2	0.125	0.75	0.14285714285714285
6	6	0	0	3/4	2	1	i(64)/v		b	i		i(64)/v	i			64	v			m	1	1	6, 5, 2		6	6	0	5	0.0	0.0	1.375	0.0
6	6	1/4	1/4	3/4	2	1	i/v		b	i		i/v	i				v			m	1	1	6, 3, 7		6	6	2	2	0.5	0.25	0.5	0.3333333333333333
6	6	1/2	1/2	3/4	2	1	VI/v		b	i		VI/v	VI				v			M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.625	0.0
6	6	5/8	5/8	3/4	2	1	ii%43/v		b	i		ii%43/v	ii	%	43		v			%7	1	1	2, 6, 8, 5		8	2	0	2	0.0	0.0	0.25	0.0
7	7	0	0	3/4	2	1	V(64)/v		b	i		V(64)/v	V			64	v			M	1	1	7, 6, 3		7	7	0	5	0.0	0.0	2.0	0.0
7	7	1/4	1/4	3/4	2	1	V/v		b	i		V/v	V				v			M	1	1	7, 11, 8		7	7	2	2	0.5	0.25	0.25	0.5
7	7	1/2	1/2	3/4	2	1	V7/v		b	i		V7/v	V		7		v			Mm7	1	1	7, 11, 8, 5		7	7	0	3	0.0	0.0	0.5	0.0
8	8	0	0	3/4	2	1	i(64)/v}		b	i		i(64)/v	i			64	v		}	m	1	1	6, 5, 2		6	6	0	4	0.0	0.0	1.625	0.0
8	8	1/4	1/4	3/4	2	1	V		b	i		V	V							M	1	1	6, 10, 7		6	6	2	2	0.5	0.25	0.25	0.5
8	8	1/2	1/2	3/4	2	1	V7{		b	i		V7	V		7				{	Mm7	1	1	6, 10, 7, 4		6	6	0	5	0.0	0.0	0.75	0.0
9	9	0	0	3/4	2	1	i(9)		b	i		i(9)	i			9				m	1	1	5, 2, 6	7	5	5	0	5	0.0	0.0	1.625	0.0
9	9	1/4	1/4	3/4	2	1	i		b	i		i	i							m	1	1	5, 2, 6		5	5	1	1	0.5	0.125	0.5	0.2
9	9	1/2	1/2	3/4	2	1	VI		b	i		VI	VI							M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	0.5	0.0
9	9	5/8	5/8	3/4	2	1	ii%43		b	i		ii%43	ii	%	43					%7	1	1	1, 5, 7, 4		7	1	0	2	0.0	0.0	0.25	0.0
10	10	0	0	3/4	2	1	v(64)		b	i		v(64)	v			64				m	1	1	6, 5, 2		6	6	0	5	0.0	0.0	1.25	0.0
10	10	1/4	1/4	3/4	2	1	v		b	i		v	v							m	1	1	6, 3, 7		6	6	1	3	0.25	0.125	0.875	0.125
10	10	1/2	1/2	3/4	2	1	V7/iv		b	i		V7/iv	V		7		iv			Mm7	1	1	5, 9, 6, 3		5	5	0	4	0.0	0.0	0.75	0.0
11	11	0	0	3/4	2	1	iv(9)		b	i		iv(9)	iv			9				m	1	1	4, 1, 5	6	4	4	0	5	0.0	0.0	1.625	0.0
11	11	1/4	1/4	3/4	2	1	iv		b	i		iv	iv							m	1	1	4, 1, 5		4	4	1	2	0.3333333333333333	0.125	0.75	0.14285714285714285
11	11	1/2	1/2	3/4	2	1	VI/iv		b	i		VI/iv	VI				iv			M	1	1	0, 4, 1		0	0	0	3	0.0	0.0	0.5	0.0
