mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	9/8	12/8	2	1	C.I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0	1	21	0.045454545454545456	0.0625	3.4375	0.017857142857142856
3	2	0	0	12/8	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0	4	0.0	0.0	0.75	0.0
3	2	3/8	3/8	12/8	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1	1	13	0.07142857142857142	0.0625	2.1875	0.027777777777777776
4	3	0	0	12/8	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0	0	16	0.0	0.0	3.0	0.0
5	4	0	0	12/8	2	1	V(64)}	C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1	0	4	0.0	0.0	0.75	0.0
5	4	3/8	3/8	12/8	2	1	V|HC	C	I		V	V					HC		M	0	0	1, 5, 2		1	1	0	8	0.0	0.0	1.5	0.0
6	4	0	9/8	12/8	2	1	I6{	C	I		I6	I		6				{	M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.75	0.0
7	5	0	0	12/8	2	1	V6/IV	C	I		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4	2	4	0.3333333333333333	0.0	0.75	0.0
7	5	3/8	3/8	12/8	2	1	V65/IV	C	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4	0	4	0.0	0.0	0.75	0.0
7	5	3/4	3/4	12/8	2	1	V7/IV	C	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0	1	9	0.1	0.0	1.5	0.0
8	6	0	0	12/8	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0	16	0.0	0.0	3.0	0.0
9	7	0	0	12/8	2	1	V6/V	C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6	2	4	0.3333333333333333	0.0	0.75	0.0
9	7	3/8	3/8	12/8	2	1	V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6	0	4	0.0	0.0	0.75	0.0
9	7	3/4	3/4	12/8	2	1	V7/V	C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2	1	9	0.1	0.0	1.5	0.0
10	8	0	0	12/8	2	1	V|HC}	C	I		V	V					HC	}	M	0	0	1, 5, 2		1	1	0	16	0.0	0.0	3.0	0.0
11	9	0	0	12/8	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1	0	9	0.0	0.0	1.875	0.0
11	9	3/4	3/4	12/8	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	9	0.0	0.0	1.875	0.0
12	10	0	0	12/8	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1	0	9	0.0	0.0	1.875	0.0
12	10	3/4	3/4	12/8	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1	0	9	0.0	0.0	1.875	0.0
13	11	0	0	12/8	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1	0	9	0.0	0.0	1.875	0.0
13	11	3/4	3/4	12/8	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	9	0.0	0.0	1.875	0.0
14	12	0	0	12/8	2	1	V(64)}	C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1	0	9	0.0	0.0	1.875	0.0
14	12	3/4	3/4	12/8	2	1	V|HC	C	I		V	V					HC		M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	1.5	0.0
14	12	9/8	9/8	12/8	2	1	I6{	C	I		I6	I		6				{	M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.75	0.0
15	13	0	0	12/8	2	1	V6/IV	C	I		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4	2	4	0.3333333333333333	0.0	0.75	0.0
15	13	3/8	3/8	12/8	2	1	V65/IV	C	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4	0	4	0.0	0.0	0.75	0.0
15	13	3/4	3/4	12/8	2	1	V7/IV	C	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0	0	8	0.0	0.0	1.5	0.0
16	14	0	0	12/8	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0	16	0.0	0.0	3.0	0.0
17	15	0	0	12/8	2	1	V6/V	C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6	2	4	0.3333333333333333	0.0	0.75	0.0
17	15	3/8	3/8	12/8	2	1	V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6	0	4	0.0	0.0	0.75	0.0
17	15	3/4	3/4	12/8	2	1	V7/V	C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2	1	9	0.1	0.0	1.5	0.0
18	16	0	0	12/8	2	1	V|HC}	C	I		V	V					HC	}	M	0	0	1, 5, 2		1	1	0	16	0.0	0.0	3.0	0.0
19	17	0	0	12/8	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5	2	4	0.3333333333333333	0.0	0.75	0.0
19	17	3/8	3/8	12/8	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	4	0.0	0.0	0.75	0.0
19	17	3/4	3/4	12/8	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	8	0.0	0.0	1.5	0.0
20	18	0	0	12/8	2	1	I}	C	I		I	I						}	M	0	0	0, 4, 1		0	0	1	17	0.05555555555555555	0.0625	2.9375	0.020833333333333332
21	19	0	0	12/8	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	1	17	0.05555555555555555	0.0625	2.9375	0.020833333333333332
22	20	0	0	12/8	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4	2	18	0.1	0.0625	2.9375	0.020833333333333332
23	21	0	0	12/8	2	1	viio6(+2)	C	I		viio6(+2)	vii	o	6	+2				o	0	0	2, -1, 5	0	5	2	1	17	0.05555555555555555	0.0625	2.9375	0.020833333333333332
24	22	0	0	12/8	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.75	0.0
