mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5	0	0	3/8	1	1	1/8		1/8	1		1	79	G5	5	0
1	1	1/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		1	67	G4	4	1
1	1	1	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		1	67	G4	4	2
2	2	3/2	0.0	0	0	3/8	1	1	0	grace16after	1/16	1		1	67	G4	4	3
2	2	3/2	0.0	0	0	3/8	1	1	0	grace16after	1/16	1		6	66	F#4	4	4
2	2	3/2	0.5	0	0	3/8	2	1	1/8		1/8	1		1	55	G3	3	6
2	2	3/2	1.5	0	0	3/8	1	1	3/8		1/4	3/2		1	67	G4	4	5
2	2	2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		1	43	G2	2	7
2	2	5/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		1	43	G2	2	8
3	3	3	1.5	0	0	3/8	2	1	3/8		1/4	3/2		1	43	G2	2	15
3	3	3	0.25	0	0	3/8	1	1	1/16		1/16	1		1	67	G4	4	9
3	3	13/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	62	D4	4	10
3	3	7/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		5	71	B4	4	11
3	3	15/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		1	67	G4	4	12
3	3	4	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		2	74	D5	5	13
3	3	17/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		5	71	B4	4	14
4	4	9/2	0.25	0	0	3/8	2	1	1/16		1/16	1		1	55	G3	3	17
4	4	9/2	1.5	0	0	3/8	1	1	3/8		1/4	3/2		1	79	G5	5	16
4	4	19/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		2	50	D3	3	18
4	4	5	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		5	59	B3	3	19
