mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.25	0	0	4/4	1	1	1/16	1/16	1		2	74	D5	5	0
1	1	1/4	0.25	1/16	1/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	1
1	1	1/2	0.25	1/8	1/8	4/4	1	1	1/16	1/16	1		-1	77	F5	5	2
1	1	3/4	0.25	3/16	3/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	3
1	1	1	0.25	1/4	1/4	4/4	1	1	1/16	1/16	1		3	81	A5	5	4
1	1	5/4	0.25	5/16	5/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	5
1	1	3/2	0.25	3/8	3/8	4/4	1	1	1/16	1/16	1		7	73	C#5	5	6
1	1	7/4	0.25	7/16	7/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	7
1	1	2	0.25	1/2	1/2	4/4	1	2	1/16	1/16	1		2	62	D4	4	10
1	1	2	1.5	1/2	1/2	4/4	1	1	3/8	1/4	3/2		2	74	D5	5	8
1	1	9/4	0.25	9/16	9/16	4/4	1	2	1/16	1/16	1		4	64	E4	4	11
1	1	5/2	0.25	5/8	5/8	4/4	1	2	1/16	1/16	1		-1	65	F4	4	12
1	1	11/4	0.25	11/16	11/16	4/4	1	2	1/16	1/16	1		1	67	G4	4	13
1	1	3	0.25	3/4	3/4	4/4	1	2	1/16	1/16	1		3	69	A4	4	14
1	1	13/4	0.25	13/16	13/16	4/4	1	2	1/16	1/16	1		3	57	A3	3	15
1	1	7/2	0.25	7/8	7/8	4/4	1	2	1/16	1/16	1		7	61	C#4	4	16
1	1	7/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		4	76	E5	5	9
1	1	15/4	0.25	15/16	15/16	4/4	1	2	1/16	1/16	1		3	57	A3	3	17
2	2	4	0.5	0	0	4/4	1	2	1/8	1/8	1		2	62	D4	4	29
2	2	4	0.25	0	0	4/4	1	1	1/16	1/16	1		-1	77	F5	5	18
2	2	17/4	0.25	1/16	1/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	19
2	2	9/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	30
2	2	9/2	0.25	1/8	1/8	4/4	1	1	1/16	1/16	1		1	79	G5	5	20
2	2	19/4	0.25	3/16	3/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	21
2	2	5	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	31
2	2	5	0.25	1/4	1/4	4/4	1	1	1/16	1/16	1		3	81	A5	5	22
2	2	21/4	0.25	5/16	5/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	23
2	2	11/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	32
2	2	11/2	0.25	3/8	3/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	24
2	2	23/4	0.25	7/16	7/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	25
2	2	6	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		3	69	A4	4	33
2	2	6	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		7	73	C#5	5	26
2	2	13/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	34
2	2	13/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		3	81	A5	5	27
2	2	7	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		3	69	A4	4	35
2	2	7	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1	1	3	81	A5	5	28
2	2	15/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	36
3	3	8	0.5	0	0	4/4	1	2	1/8	1/8	1		-1	65	F4	4	48
3	3	8	0.5	0	0	4/4	1	2	1/8	1/8	1		3	69	A4	4	48
3	3	8	0.25	0	0	4/4	1	1	1/16	1/16	1	-1	3	81	A5	5	37
3	3	33/4	0.25	1/16	1/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	38
3	3	17/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4	49
3	3	17/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	49
3	3	17/2	0.25	1/8	1/8	4/4	1	1	1/16	1/16	1		-1	77	F5	5	39
3	3	35/4	0.25	3/16	3/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	40
3	3	9	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	50
3	3	9	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		3	69	A4	4	50
3	3	9	0.25	1/4	1/4	4/4	1	1	1/16	1/16	1		2	74	D5	5	41
3	3	37/4	0.25	5/16	5/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	42
3	3	19/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4	51
