mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5		0	0	12/8	1	1	1/8		1/8	1		3	81	A5	5	0
1	1	1/2	0.5		1/8	1/8	12/8	1	1	1/8		1/8	1		4	76	E5	5	1
1	1	1	0.5		1/4	1/4	12/8	1	1	1/8		1/8	1		0	72	C5	5	2
1	1	3/2	0.5		3/8	3/8	12/8	1	1	1/8		1/8	1		3	69	A4	4	3
1	1	2	0.5		1/2	1/2	12/8	1	1	1/8		1/8	1		5	71	B4	4	4
1	1	5/2	0.5		5/8	5/8	12/8	1	1	1/8		1/8	1		8	80	G#5	5	5
1	1	3	0.5		3/4	3/4	12/8	1	1	1/8		1/8	1		3	81	A5	5	6
1	1	7/2	0.5		7/8	7/8	12/8	1	1	1/8		1/8	1		4	76	E5	5	7
1	1	4	0.5		1	1	12/8	1	1	1/8		1/8	1		0	72	C5	5	8
1	1	9/2	0.5		9/8	9/8	12/8	1	1	1/8		1/8	1		3	69	A4	4	9
1	1	5	0.5		5/4	5/4	12/8	1	1	1/8		1/8	1		5	71	B4	4	10
1	1	11/2	0.5		11/8	11/8	12/8	1	1	1/8		1/8	1		8	80	G#5	5	11
2	2	6	0.5		0	0	12/8	1	1	1/8		1/8	1		3	81	A5	5	12
2	2	13/2	0.5		1/8	1/8	12/8	1	1	1/8		1/8	1		4	76	E5	5	13
2	2	7	0.5		1/4	1/4	12/8	1	1	1/8		1/8	1		0	72	C5	5	14
2	2	15/2	0.5		3/8	3/8	12/8	1	1	1/8		1/8	1		3	69	A4	4	15
2	2	8	0.5		1/2	1/2	12/8	1	1	1/8		1/8	1		5	71	B4	4	16
2	2	17/2	0.5		5/8	5/8	12/8	1	1	1/8		1/8	1		2	74	D5	5	17
2	2	9	1.0		3/4	3/4	12/8	1	1	1/4		1/4	1		0	72	C5	5	18
2	2	10	0.5		1	1	12/8	1	1	1/8		1/8	1		5	71	B4	4	19
2	2	21/2	1.0		9/8	9/8	12/8	1	1	1/4		1/4	1		3	69	A4	4	20
2	2	23/2	0.5		11/8	11/8	12/8	1	1	1/8		1/8	1		2	74	D5	5	21
2	2	23/2	0.5		11/8	11/8	12/8	1	1	1/8		1/8	1		-1	77	F5	5	21
3	3	12	0.5		0	0	12/8	2	1	1/8		1/8	1		3	69	A4	4	28
3	3	12	1.5		0	0	12/8	1	1	3/8		1/4	3/2	1	0	72	C5	5	22
3	3	12	1.5		0	0	12/8	1	1	3/8		1/4	3/2	1	4	76	E5	5	22
3	3	25/2	0.5		1/8	1/8	12/8	2	1	1/8		1/8	1		4	64	E4	4	29
3	3	13	0.5		1/4	1/4	12/8	2	1	1/8		1/8	1		0	60	C4	4	30
3	3	27/2	0.5		3/8	3/8	12/8	2	1	1/8		1/8	1		3	57	A3	3	31
3	3	27/2	1.0		3/8	3/8	12/8	1	1	1/4		1/4	1	-1	0	72	C5	5	23
3	3	27/2	1.0		3/8	3/8	12/8	1	1	1/4		1/4	1	-1	4	76	E5	5	23
3	3	14	0.5		1/2	1/2	12/8	2	1	1/8		1/8	1		5	59	B3	3	32
3	3	29/2	0.5		5/8	5/8	12/8	2	1	1/8		1/8	1		8	68	G#4	4	33
3	3	29/2	0.5		5/8	5/8	12/8	1	1	1/8		1/8	1		5	71	B4	4	24
3	3	29/2	0.5		5/8	5/8	12/8	1	1	1/8		1/8	1		2	74	D5	5	24
3	3	15	0.5		3/4	3/4	12/8	2	1	1/8		1/8	1		3	69	A4	4	34
3	3	15	1.5		3/4	3/4	12/8	1	1	3/8		1/4	3/2		5	71	B4	4	25
3	3	15	1.5		3/4	3/4	12/8	1	1	3/8		1/4	3/2		2	74	D5	5	25
3	3	31/2	0.5		7/8	7/8	12/8	2	1	1/8		1/8	1		4	64	E4	4	35
3	3	16	0.5		1	1	12/8	2	1	1/8		1/8	1		0	60	C4	4	36
3	3	33/2	0.5		9/8	9/8	12/8	2	1	1/8		1/8	1		3	57	A3	3	37
3	3	33/2	1.0		9/8	9/8	12/8	1	1	1/4		1/4	1		0	72	C5	5	26
