mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.0	0	0	2/4	2	1	1/4	1/4	1		3	57	A3	3	2
1	1	0	1.0	0	0	2/4	2	1	1/4	1/4	1		0	60	C4	4	2
1	1	0	1.5	0	0	2/4	1	1	3/8	1/4	3/2		3	69	A4	4	0
1	1	1	1.0	1/4	1/4	2/4	2	1	1/4	1/4	1		3	57	A3	3	3
1	1	1	1.0	1/4	1/4	2/4	2	1	1/4	1/4	1		0	60	C4	4	3
1	1	3/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		3	69	A4	4	1
2	2	2	1.0	0	0	2/4	2	1	1/4	1/4	1		4	52	E3	3	7
2	2	2	1.0	0	0	2/4	2	1	1/4	1/4	1		8	56	G#3	3	7
2	2	2	1.0	0	0	2/4	2	1	1/4	1/4	1		5	59	B3	3	7
2	2	2	0.5	0	0	2/4	1	1	1/8	1/8	1		5	71	B4	4	4
2	2	5/2	1.0	1/8	1/8	2/4	1	1	1/4	1/4	1		4	64	E4	4	5
2	2	3	1.0	1/4	1/4	2/4	2	1	1/4	1/4	1		4	52	E3	3	8
2	2	3	1.0	1/4	1/4	2/4	2	1	1/4	1/4	1		8	56	G#3	3	8
2	2	3	1.0	1/4	1/4	2/4	2	1	1/4	1/4	1		5	59	B3	3	8
2	2	7/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		5	71	B4	4	6
3	3	4	1.0	0	0	2/4	2	1	1/4	1/4	1		3	57	A3	3	13
3	3	4	1.0	0	0	2/4	2	1	1/4	1/4	1		0	60	C4	4	13
3	3	4	0.5	0	0	2/4	1	1	1/8	1/8	1		0	72	C5	5	9
3	3	9/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		3	69	A4	4	10
3	3	5	1.0	1/4	1/4	2/4	2	1	1/4	1/4	1		5	59	B3	3	14
3	3	5	1.0	1/4	1/4	2/4	2	1	1/4	1/4	1		2	62	D4	4	14
3	3	5	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		2	74	D5	5	11
